Hash Code 2021

Simulation
----------
Duration     : 676
Intersections: 500
Streets      : 998
Cars         : 1000
Max score    : 921203
Bonus points : 500

Schedule
--------
Intersections   : 500
Street lights   : 956
Arrived cars    : 839
Earliest arrival: 3
Latest arrival  : 676
Crossed streets : 952
Total wait time : 85211
Schedule score  : 718069
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 857, intersection 499: 84 total wait time, 221 streets in the intersection
Street 861, intersection 499: 83 total wait time, 221 streets in the intersection
Street 513, intersection 499: 77 total wait time, 221 streets in the intersection
Street 873, intersection 499: 74 total wait time, 221 streets in the intersection
Street 425, intersection 499: 66 total wait time, 221 streets in the intersection
Street 113, intersection 499: 65 total wait time, 221 streets in the intersection
Street 357, intersection 499: 61 total wait time, 221 streets in the intersection
Street 925, intersection 499: 46 total wait time, 221 streets in the intersection
Street 965, intersection 499: 46 total wait time, 221 streets in the intersection
Street 245, intersection 499: 36 total wait time, 221 streets in the intersection
Street 853, intersection 499: 32 total wait time, 221 streets in the intersection
Street 945, intersection 499: 27 total wait time, 221 streets in the intersection
Street 69, intersection 499: 27 total wait time, 221 streets in the intersection
Street 305, intersection 499: 25 total wait time, 221 streets in the intersection
Street 29, intersection 499: 18 total wait time, 221 streets in the intersection
Street 560, intersection 281: 17 total wait time, 2 streets in the intersection
Street 117, intersection 499: 17 total wait time, 221 streets in the intersection
Street 797, intersection 499: 15 total wait time, 221 streets in the intersection
Street 325, intersection 499: 12 total wait time, 221 streets in the intersection
Street 732, intersection 367: 11 total wait time, 2 streets in the intersection
  => New best score by adding 1 to street 732: 721830
Street 15, intersection 7: 10 total wait time, 2 streets in the intersection
Street 479, intersection 239: 10 total wait time, 2 streets in the intersection
Round 11, new score: 721830
Greedy improver: 10 min wait time, 500 max streets per round
Street 141, intersection 499: 677 total wait time, 221 streets in the intersection
Street 105, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 145, intersection 499: 677 total wait time, 221 streets in the intersection
Street 621, intersection 499: 677 total wait time, 221 streets in the intersection
Street 85, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 289, intersection 499: 677 total wait time, 221 streets in the intersection
Street 605, intersection 499: 677 total wait time, 221 streets in the intersection
Street 681, intersection 499: 677 total wait time, 221 streets in the intersection
Street 493, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 985, intersection 499: 677 total wait time, 221 streets in the intersection
Street 25, intersection 499: 677 total wait time, 221 streets in the intersection
Street 553, intersection 499: 677 total wait time, 221 streets in the intersection
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 481, intersection 499: 677 total wait time, 221 streets in the intersection
Street 877, intersection 499: 677 total wait time, 221 streets in the intersection
Street 73, intersection 499: 677 total wait time, 221 streets in the intersection
Street 9, intersection 499: 677 total wait time, 221 streets in the intersection
Street 641, intersection 499: 677 total wait time, 221 streets in the intersection
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 969, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 589, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 781, intersection 499: 677 total wait time, 221 streets in the intersection
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 341, intersection 499: 677 total wait time, 221 streets in the intersection
Street 665, intersection 499: 677 total wait time, 221 streets in the intersection
Street 473, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 905, intersection 499: 677 total wait time, 221 streets in the intersection
Street 545, intersection 499: 677 total wait time, 221 streets in the intersection
Street 497, intersection 499: 677 total wait time, 221 streets in the intersection
Street 669, intersection 499: 677 total wait time, 221 streets in the intersection
Street 109, intersection 499: 671 total wait time, 221 streets in the intersection
Street 929, intersection 499: 670 total wait time, 221 streets in the intersection
Street 537, intersection 499: 669 total wait time, 221 streets in the intersection
Street 301, intersection 499: 665 total wait time, 221 streets in the intersection
Street 569, intersection 499: 659 total wait time, 221 streets in the intersection
Street 817, intersection 499: 655 total wait time, 221 streets in the intersection
Street 281, intersection 499: 650 total wait time, 221 streets in the intersection
Street 221, intersection 499: 648 total wait time, 221 streets in the intersection
Street 909, intersection 499: 636 total wait time, 221 streets in the intersection
Street 793, intersection 499: 634 total wait time, 221 streets in the intersection
Street 137, intersection 499: 634 total wait time, 221 streets in the intersection
Street 337, intersection 499: 633 total wait time, 221 streets in the intersection
Street 209, intersection 499: 632 total wait time, 221 streets in the intersection
Street 769, intersection 499: 631 total wait time, 221 streets in the intersection
Street 981, intersection 499: 626 total wait time, 221 streets in the intersection
Street 649, intersection 499: 620 total wait time, 221 streets in the intersection
Street 253, intersection 499: 600 total wait time, 221 streets in the intersection
Street 961, intersection 499: 599 total wait time, 221 streets in the intersection
Street 745, intersection 499: 595 total wait time, 221 streets in the intersection
Street 349, intersection 499: 589 total wait time, 221 streets in the intersection
