Hash Code 2021

Simulation
----------
Duration     : 1640
Intersections: 10000
Streets      : 35030
Cars         : 1000
Max score    : 1328389
Bonus points : 100

Schedule
--------
Intersections   : 7660
Street lights   : 11472
Arrived cars    : 998
Earliest arrival: 1
Latest arrival  : 1604
Crossed streets : 11472
Total wait time : 16443
Schedule score  : 1311790
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 22029, intersection 2487: 19 total wait time, 2 streets in the intersection
Street 22634, intersection 5667: 19 total wait time, 2 streets in the intersection
Street 5006, intersection 2960: 19 total wait time, 3 streets in the intersection
Street 9183, intersection 4019: 19 total wait time, 2 streets in the intersection
Street 8414, intersection 4021: 19 total wait time, 2 streets in the intersection
Street 32888, intersection 4554: 19 total wait time, 2 streets in the intersection
Street 13401, intersection 5370: 19 total wait time, 2 streets in the intersection
Street 12520, intersection 9506: 19 total wait time, 3 streets in the intersection
Street 21430, intersection 4935: 18 total wait time, 2 streets in the intersection
Street 7239, intersection 4500: 18 total wait time, 4 streets in the intersection
Street 31141, intersection 1929: 18 total wait time, 2 streets in the intersection
Street 13231, intersection 2033: 18 total wait time, 2 streets in the intersection
Street 12789, intersection 6515: 18 total wait time, 2 streets in the intersection
Street 23154, intersection 6277: 18 total wait time, 2 streets in the intersection
Street 22459, intersection 4022: 18 total wait time, 2 streets in the intersection
Street 17556, intersection 6511: 18 total wait time, 3 streets in the intersection
Street 7948, intersection 4606: 18 total wait time, 2 streets in the intersection
Street 2685, intersection 590: 18 total wait time, 2 streets in the intersection
Street 19650, intersection 4539: 18 total wait time, 3 streets in the intersection
Street 3797, intersection 4485: 18 total wait time, 3 streets in the intersection
Street 21220, intersection 3664: 18 total wait time, 3 streets in the intersection
Street 26191, intersection 2032: 18 total wait time, 2 streets in the intersection
Street 26935, intersection 2122: 18 total wait time, 2 streets in the intersection
Street 6558, intersection 2879: 18 total wait time, 3 streets in the intersection
Street 20216, intersection 2340: 18 total wait time, 3 streets in the intersection
Street 16592, intersection 4362: 18 total wait time, 2 streets in the intersection
Street 11636, intersection 4740: 18 total wait time, 2 streets in the intersection
Street 32870, intersection 2675: 18 total wait time, 4 streets in the intersection
Street 28488, intersection 672: 18 total wait time, 3 streets in the intersection
Street 30115, intersection 4446: 18 total wait time, 2 streets in the intersection
Street 1558, intersection 2081: 18 total wait time, 2 streets in the intersection
Street 9898, intersection 8981: 18 total wait time, 2 streets in the intersection
Street 27506, intersection 773: 17 total wait time, 2 streets in the intersection
Street 2844, intersection 2668: 17 total wait time, 4 streets in the intersection
Street 28228, intersection 2498: 17 total wait time, 2 streets in the intersection
Street 29441, intersection 7004: 17 total wait time, 4 streets in the intersection
Street 27488, intersection 4956: 17 total wait time, 2 streets in the intersection
Street 15238, intersection 4357: 17 total wait time, 2 streets in the intersection
Street 13571, intersection 1405: 17 total wait time, 3 streets in the intersection
Street 29803, intersection 4091: 17 total wait time, 3 streets in the intersection
Street 21599, intersection 4073: 17 total wait time, 2 streets in the intersection
Street 25144, intersection 7129: 17 total wait time, 3 streets in the intersection
Street 24693, intersection 5029: 17 total wait time, 3 streets in the intersection
Street 27178, intersection 1511: 17 total wait time, 2 streets in the intersection
Street 2967, intersection 870: 17 total wait time, 2 streets in the intersection
Street 24908, intersection 5678: 17 total wait time, 3 streets in the intersection
Street 7646, intersection 7898: 17 total wait time, 2 streets in the intersection
Street 9219, intersection 3266: 16 total wait time, 2 streets in the intersection
Street 13877, intersection 4680: 16 total wait time, 2 streets in the intersection
Street 34377, intersection 8690: 16 total wait time, 3 streets in the intersection
Street 25390, intersection 1851: 16 total wait time, 2 streets in the intersection
Street 7614, intersection 3452: 16 total wait time, 2 streets in the intersection
Street 18241, intersection 8630: 16 total wait time, 3 streets in the intersection
Street 21411, intersection 4414: 16 total wait time, 2 streets in the intersection
Street 26687, intersection 8222: 16 total wait time, 3 streets in the intersection
Street 26524, intersection 4082: 16 total wait time, 4 streets in the intersection
Street 32357, intersection 4955: 16 total wait time, 4 streets in the intersection
Street 24856, intersection 1263: 16 total wait time, 3 streets in the intersection
Street 18105, intersection 3669: 16 total wait time, 2 streets in the intersection
Street 31922, intersection 7759: 16 total wait time, 2 streets in the intersection
Street 13079, intersection 7306: 16 total wait time, 3 streets in the intersection
Street 25561, intersection 7007: 16 total wait time, 2 streets in the intersection
Street 11367, intersection 3451: 16 total wait time, 2 streets in the intersection
Street 30349, intersection 394: 16 total wait time, 3 streets in the intersection
Street 31603, intersection 2767: 16 total wait time, 2 streets in the intersection
Street 24652, intersection 2157: 16 total wait time, 2 streets in the intersection
Street 8481, intersection 5765: 16 total wait time, 2 streets in the intersection
Street 21530, intersection 2897: 16 total wait time, 3 streets in the intersection
Street 17695, intersection 7796: 16 total wait time, 2 streets in the intersection
Street 4056, intersection 8393: 15 total wait time, 2 streets in the intersection
Street 29659, intersection 5738: 15 total wait time, 3 streets in the intersection
Street 25282, intersection 4175: 15 total wait time, 2 streets in the intersection
Street 24692, intersection 4946: 15 total wait time, 2 streets in the intersection
Street 1204, intersection 1712: 15 total wait time, 3 streets in the intersection
Street 33654, intersection 4552: 15 total wait time, 3 streets in the intersection
Street 19606, intersection 7224: 15 total wait time, 3 streets in the intersection
Street 18062, intersection 5848: 15 total wait time, 2 streets in the intersection
Street 28809, intersection 7004: 15 total wait time, 4 streets in the intersection
Street 20799, intersection 4505: 15 total wait time, 3 streets in the intersection
Street 2689, intersection 6639: 15 total wait time, 2 streets in the intersection
Street 13422, intersection 5685: 15 total wait time, 2 streets in the intersection
Street 11360, intersection 746: 15 total wait time, 2 streets in the intersection
Street 16754, intersection 3458: 15 total wait time, 3 streets in the intersection
Street 25672, intersection 4947: 15 total wait time, 2 streets in the intersection
Street 24031, intersection 7394: 15 total wait time, 2 streets in the intersection
Street 15123, intersection 5773: 15 total wait time, 2 streets in the intersection
Street 10525, intersection 5622: 15 total wait time, 4 streets in the intersection
Street 8169, intersection 1629: 15 total wait time, 2 streets in the intersection
Street 18919, intersection 5444: 15 total wait time, 2 streets in the intersection
Street 26785, intersection 5362: 15 total wait time, 2 streets in the intersection
Street 33112, intersection 1778: 15 total wait time, 3 streets in the intersection
Street 17872, intersection 8463: 15 total wait time, 2 streets in the intersection
Street 15751, intersection 4621: 15 total wait time, 2 streets in the intersection
Street 34530, intersection 4441: 15 total wait time, 3 streets in the intersection
Street 9867, intersection 9623: 15 total wait time, 3 streets in the intersection
Street 31240, intersection 4020: 15 total wait time, 2 streets in the intersection
Street 29419, intersection 6414: 15 total wait time, 2 streets in the intersection
Street 32631, intersection 7333: 15 total wait time, 2 streets in the intersection
Street 20143, intersection 687: 15 total wait time, 2 streets in the intersection
Street 23455, intersection 4403: 14 total wait time, 2 streets in the intersection
Street 10832, intersection 1628: 14 total wait time, 3 streets in the intersection
Street 30122, intersection 3301: 14 total wait time, 2 streets in the intersection
Street 18444, intersection 3914: 14 total wait time, 2 streets in the intersection
Street 5194, intersection 4945: 14 total wait time, 3 streets in the intersection
Street 24891, intersection 8212: 14 total wait time, 3 streets in the intersection
Street 34640, intersection 3052: 14 total wait time, 2 streets in the intersection
Street 28442, intersection 4104: 14 total wait time, 3 streets in the intersection
Street 30847, intersection 9083: 14 total wait time, 2 streets in the intersection
Street 29333, intersection 3294: 14 total wait time, 3 streets in the intersection
Street 10473, intersection 1218: 14 total wait time, 2 streets in the intersection
Street 27865, intersection 2463: 14 total wait time, 2 streets in the intersection
Street 34274, intersection 2881: 14 total wait time, 3 streets in the intersection
Street 17978, intersection 6419: 14 total wait time, 3 streets in the intersection
