Hash Code 2021

Simulation
----------
Duration     : 1640
Intersections: 10000
Streets      : 35030
Cars         : 1000
Max score    : 1328389
Bonus points : 100

Schedule
--------
Intersections   : 7660
Street lights   : 11472
Arrived cars    : 998
Earliest arrival: 1
Latest arrival  : 1606
Crossed streets : 11472
Total wait time : 17457
Schedule score  : 1310774
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 7948, intersection 4606: 18 total wait time, 2 streets in the intersection
Street 26935, intersection 2122: 18 total wait time, 2 streets in the intersection
Street 7239, intersection 4500: 18 total wait time, 4 streets in the intersection
Street 2492, intersection 748: 18 total wait time, 3 streets in the intersection
Street 29744, intersection 3049: 18 total wait time, 2 streets in the intersection
Street 1558, intersection 2081: 18 total wait time, 2 streets in the intersection
Street 34382, intersection 1196: 18 total wait time, 2 streets in the intersection
Street 11996, intersection 3647: 18 total wait time, 3 streets in the intersection
Street 30115, intersection 4446: 18 total wait time, 2 streets in the intersection
Street 16085, intersection 4133: 18 total wait time, 2 streets in the intersection
Street 19650, intersection 4539: 18 total wait time, 3 streets in the intersection
Street 24908, intersection 5678: 18 total wait time, 3 streets in the intersection
Street 26191, intersection 2032: 18 total wait time, 2 streets in the intersection
Street 17631, intersection 756: 18 total wait time, 2 streets in the intersection
  => New best score by adding 1 to street 17631: 1311169
Street 21430, intersection 4935: 18 total wait time, 2 streets in the intersection
Street 3797, intersection 4485: 18 total wait time, 3 streets in the intersection
Street 24693, intersection 5029: 18 total wait time, 3 streets in the intersection
Street 27178, intersection 1511: 17 total wait time, 2 streets in the intersection
Street 21619, intersection 9575: 17 total wait time, 3 streets in the intersection
Street 23856, intersection 6632: 17 total wait time, 3 streets in the intersection
Street 22929, intersection 476: 17 total wait time, 3 streets in the intersection
Street 7646, intersection 7898: 17 total wait time, 2 streets in the intersection
Street 20143, intersection 687: 17 total wait time, 2 streets in the intersection
Street 27488, intersection 4956: 17 total wait time, 2 streets in the intersection
Street 21599, intersection 4073: 17 total wait time, 2 streets in the intersection
Street 29528, intersection 6514: 17 total wait time, 2 streets in the intersection
Street 28228, intersection 2498: 17 total wait time, 2 streets in the intersection
Street 2844, intersection 2668: 17 total wait time, 4 streets in the intersection
Street 28809, intersection 7004: 17 total wait time, 4 streets in the intersection
Street 15238, intersection 4357: 17 total wait time, 2 streets in the intersection
Street 5194, intersection 4945: 17 total wait time, 3 streets in the intersection
Street 1963, intersection 3612: 17 total wait time, 3 streets in the intersection
Street 5781, intersection 3851: 16 total wait time, 2 streets in the intersection
Street 13877, intersection 4680: 16 total wait time, 2 streets in the intersection
Street 14623, intersection 6641: 16 total wait time, 3 streets in the intersection
Street 32357, intersection 4955: 16 total wait time, 4 streets in the intersection
Street 24845, intersection 4682: 16 total wait time, 2 streets in the intersection
Street 10832, intersection 1628: 16 total wait time, 3 streets in the intersection
Street 26687, intersection 8222: 16 total wait time, 3 streets in the intersection
Street 9729, intersection 6586: 16 total wait time, 3 streets in the intersection
Street 32664, intersection 7592: 16 total wait time, 4 streets in the intersection
Street 11029, intersection 3320: 16 total wait time, 3 streets in the intersection
Street 24021, intersection 342: 16 total wait time, 2 streets in the intersection
Street 23346, intersection 3361: 16 total wait time, 3 streets in the intersection
Street 1780, intersection 345: 16 total wait time, 4 streets in the intersection
Street 11636, intersection 4740: 16 total wait time, 2 streets in the intersection
Street 18241, intersection 8630: 16 total wait time, 3 streets in the intersection
Street 13816, intersection 4356: 16 total wait time, 3 streets in the intersection
Street 8481, intersection 5765: 16 total wait time, 2 streets in the intersection
Street 11367, intersection 3451: 16 total wait time, 2 streets in the intersection
Street 9219, intersection 3266: 16 total wait time, 2 streets in the intersection
Street 31761, intersection 7003: 16 total wait time, 2 streets in the intersection
Street 20440, intersection 3923: 16 total wait time, 2 streets in the intersection
Street 17695, intersection 7796: 16 total wait time, 2 streets in the intersection
Street 25561, intersection 7007: 16 total wait time, 2 streets in the intersection
Street 7614, intersection 3452: 16 total wait time, 2 streets in the intersection
Street 31909, intersection 3944: 16 total wait time, 2 streets in the intersection
Street 27812, intersection 8798: 16 total wait time, 3 streets in the intersection
Street 18105, intersection 3669: 16 total wait time, 2 streets in the intersection
Street 24652, intersection 2157: 16 total wait time, 2 streets in the intersection
Street 31922, intersection 7759: 16 total wait time, 2 streets in the intersection
Street 20937, intersection 6478: 16 total wait time, 2 streets in the intersection
Street 21220, intersection 3664: 16 total wait time, 3 streets in the intersection
Street 31603, intersection 2767: 16 total wait time, 2 streets in the intersection
Street 11456, intersection 3922: 16 total wait time, 2 streets in the intersection
Street 8059, intersection 2437: 16 total wait time, 2 streets in the intersection
Street 18772, intersection 9507: 16 total wait time, 2 streets in the intersection
Street 24856, intersection 1263: 16 total wait time, 3 streets in the intersection
Street 30137, intersection 2031: 16 total wait time, 4 streets in the intersection
Street 25390, intersection 1851: 16 total wait time, 2 streets in the intersection
Street 24692, intersection 4946: 15 total wait time, 2 streets in the intersection
Street 27602, intersection 755: 15 total wait time, 3 streets in the intersection
Street 12967, intersection 4694: 15 total wait time, 2 streets in the intersection
Street 25282, intersection 4175: 15 total wait time, 2 streets in the intersection
Street 30540, intersection 8219: 15 total wait time, 3 streets in the intersection
Street 1204, intersection 1712: 15 total wait time, 3 streets in the intersection
Street 15751, intersection 4621: 15 total wait time, 2 streets in the intersection
Street 26785, intersection 5362: 15 total wait time, 2 streets in the intersection
Street 16140, intersection 7881: 15 total wait time, 2 streets in the intersection
Street 31240, intersection 4020: 15 total wait time, 2 streets in the intersection
Street 18919, intersection 5444: 15 total wait time, 2 streets in the intersection
Street 17872, intersection 8463: 15 total wait time, 2 streets in the intersection
Street 33112, intersection 1778: 15 total wait time, 3 streets in the intersection
Street 20904, intersection 7575: 15 total wait time, 2 streets in the intersection
Street 4056, intersection 8393: 15 total wait time, 2 streets in the intersection
Street 15327, intersection 9371: 15 total wait time, 3 streets in the intersection
Street 19606, intersection 7224: 15 total wait time, 3 streets in the intersection
Street 14502, intersection 3259: 15 total wait time, 2 streets in the intersection
Street 29044, intersection 2449: 15 total wait time, 2 streets in the intersection
Street 25674, intersection 5030: 15 total wait time, 2 streets in the intersection
Street 2689, intersection 6639: 15 total wait time, 2 streets in the intersection
Street 11360, intersection 746: 15 total wait time, 2 streets in the intersection
Street 33654, intersection 4552: 15 total wait time, 3 streets in the intersection
Street 24031, intersection 7394: 15 total wait time, 2 streets in the intersection
Street 34530, intersection 4441: 15 total wait time, 3 streets in the intersection
Street 17474, intersection 8968: 15 total wait time, 2 streets in the intersection
Street 29333, intersection 3294: 15 total wait time, 3 streets in the intersection
Street 8169, intersection 1629: 15 total wait time, 2 streets in the intersection
Street 25672, intersection 4947: 15 total wait time, 2 streets in the intersection
Street 10525, intersection 5622: 15 total wait time, 4 streets in the intersection
Street 15123, intersection 5773: 15 total wait time, 2 streets in the intersection
Street 3357, intersection 385: 14 total wait time, 2 streets in the intersection
Street 31644, intersection 2376: 14 total wait time, 2 streets in the intersection
Street 1618, intersection 2866: 14 total wait time, 2 streets in the intersection
Street 6541, intersection 3219: 14 total wait time, 3 streets in the intersection
Street 1500, intersection 7421: 14 total wait time, 2 streets in the intersection
Street 9282, intersection 6613: 14 total wait time, 3 streets in the intersection
Street 30847, intersection 9083: 14 total wait time, 2 streets in the intersection
Street 9065, intersection 2742: 14 total wait time, 2 streets in the intersection
Street 21411, intersection 4414: 14 total wait time, 2 streets in the intersection
Street 29312, intersection 3353: 14 total wait time, 3 streets in the intersection
Street 23455, intersection 4403: 14 total wait time, 2 streets in the intersection
